step_idx,phase,layer_name,comm_type,comm_size,time_sec,cum_pct,tp,pp,ep,dp,group_name,group_size,concurrent_send_peers,per_step_chunk_bytes,total_rounds
28,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,5.9876,8,1,1,5,TP,8,1,6291456,7
29,fwd,attention_column,ALLGATHER,50331648,0.000937,6.0355,8,1,1,5,TP,8,1,6291456,7
30,fwd,attention_row,REDUCESCATTER,50331648,0.000937,6.0834,8,1,1,5,TP,8,1,6291456,7
31,fwd,mlp_column,ALLGATHER,50331648,0.000937,6.1313,8,1,1,5,TP,8,1,6291456,7
32,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,6.1791,8,1,1,5,TP,8,1,6291456,7
33,fwd,attention_column,ALLGATHER,50331648,0.000937,6.2270,8,1,1,5,TP,8,1,6291456,7
34,fwd,attention_row,REDUCESCATTER,50331648,0.000937,6.2749,8,1,1,5,TP,8,1,6291456,7
35,fwd,mlp_column,ALLGATHER,50331648,0.000937,6.3228,8,1,1,5,TP,8,1,6291456,7
36,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,6.3707,8,1,1,5,TP,8,1,6291456,7
37,fwd,attention_column,ALLGATHER,50331648,0.000937,6.4186,8,1,1,5,TP,8,1,6291456,7
38,fwd,attention_row,REDUCESCATTER,50331648,0.000937,6.4665,8,1,1,5,TP,8,1,6291456,7
39,fwd,mlp_column,ALLGATHER,50331648,0.000937,6.5144,8,1,1,5,TP,8,1,6291456,7
40,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,6.5623,8,1,1,5,TP,8,1,6291456,7
41,fwd,attention_column,ALLGATHER,50331648,0.000937,6.6102,8,1,1,5,TP,8,1,6291456,7
42,fwd,attention_row,REDUCESCATTER,50331648,0.000937,6.6581,8,1,1,5,TP,8,1,6291456,7
43,fwd,mlp_column,ALLGATHER,50331648,0.000937,6.7059,8,1,1,5,TP,8,1,6291456,7
44,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,6.7538,8,1,1,5,TP,8,1,6291456,7
45,fwd,attention_column,ALLGATHER,50331648,0.000937,6.8017,8,1,1,5,TP,8,1,6291456,7
46,fwd,attention_row,REDUCESCATTER,50331648,0.000937,6.8496,8,1,1,5,TP,8,1,6291456,7
47,fwd,mlp_column,ALLGATHER,50331648,0.000937,6.8975,8,1,1,5,TP,8,1,6291456,7
48,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,6.9454,8,1,1,5,TP,8,1,6291456,7
49,fwd,attention_column,ALLGATHER,50331648,0.000937,6.9933,8,1,1,5,TP,8,1,6291456,7
50,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.0412,8,1,1,5,TP,8,1,6291456,7
51,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.0891,8,1,1,5,TP,8,1,6291456,7
52,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.1370,8,1,1,5,TP,8,1,6291456,7
53,fwd,attention_column,ALLGATHER,50331648,0.000937,7.1849,8,1,1,5,TP,8,1,6291456,7
54,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.2327,8,1,1,5,TP,8,1,6291456,7
55,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.2806,8,1,1,5,TP,8,1,6291456,7
56,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.3285,8,1,1,5,TP,8,1,6291456,7
57,fwd,attention_column,ALLGATHER,50331648,0.000937,7.3764,8,1,1,5,TP,8,1,6291456,7
58,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.4243,8,1,1,5,TP,8,1,6291456,7
59,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.4722,8,1,1,5,TP,8,1,6291456,7
60,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.5201,8,1,1,5,TP,8,1,6291456,7
61,fwd,attention_column,ALLGATHER,50331648,0.000937,7.5680,8,1,1,5,TP,8,1,6291456,7
62,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.6159,8,1,1,5,TP,8,1,6291456,7
63,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.6638,8,1,1,5,TP,8,1,6291456,7
64,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.7117,8,1,1,5,TP,8,1,6291456,7
65,fwd,attention_column,ALLGATHER,50331648,0.000937,7.7595,8,1,1,5,TP,8,1,6291456,7
66,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.8074,8,1,1,5,TP,8,1,6291456,7
67,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.8553,8,1,1,5,TP,8,1,6291456,7
68,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.9032,8,1,1,5,TP,8,1,6291456,7
69,fwd,attention_column,ALLGATHER,50331648,0.000937,7.9511,8,1,1,5,TP,8,1,6291456,7
70,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.9990,8,1,1,5,TP,8,1,6291456,7
71,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.0469,8,1,1,5,TP,8,1,6291456,7
72,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.0948,8,1,1,5,TP,8,1,6291456,7
73,fwd,attention_column,ALLGATHER,50331648,0.000937,8.1427,8,1,1,5,TP,8,1,6291456,7
74,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.1906,8,1,1,5,TP,8,1,6291456,7
75,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.2385,8,1,1,5,TP,8,1,6291456,7
76,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.2863,8,1,1,5,TP,8,1,6291456,7
77,fwd,attention_column,ALLGATHER,50331648,0.000937,8.3342,8,1,1,5,TP,8,1,6291456,7
78,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.3821,8,1,1,5,TP,8,1,6291456,7
79,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.4300,8,1,1,5,TP,8,1,6291456,7
80,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.4779,8,1,1,5,TP,8,1,6291456,7
81,fwd,attention_column,ALLGATHER,50331648,0.000937,8.5258,8,1,1,5,TP,8,1,6291456,7
82,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.5737,8,1,1,5,TP,8,1,6291456,7
83,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.6216,8,1,1,5,TP,8,1,6291456,7
84,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.6695,8,1,1,5,TP,8,1,6291456,7
85,fwd,attention_column,ALLGATHER,50331648,0.000937,8.7174,8,1,1,5,TP,8,1,6291456,7
86,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.7653,8,1,1,5,TP,8,1,6291456,7
87,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.8131,8,1,1,5,TP,8,1,6291456,7
88,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.8610,8,1,1,5,TP,8,1,6291456,7
89,fwd,attention_column,ALLGATHER,50331648,0.000937,8.9089,8,1,1,5,TP,8,1,6291456,7
90,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.9568,8,1,1,5,TP,8,1,6291456,7
91,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.0047,8,1,1,5,TP,8,1,6291456,7
92,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.0526,8,1,1,5,TP,8,1,6291456,7
93,fwd,attention_column,ALLGATHER,50331648,0.000937,9.1005,8,1,1,5,TP,8,1,6291456,7
94,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.1484,8,1,1,5,TP,8,1,6291456,7
95,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.1963,8,1,1,5,TP,8,1,6291456,7
96,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.2442,8,1,1,5,TP,8,1,6291456,7
97,fwd,attention_column,ALLGATHER,50331648,0.000937,9.2921,8,1,1,5,TP,8,1,6291456,7
98,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.3399,8,1,1,5,TP,8,1,6291456,7
99,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.3878,8,1,1,5,TP,8,1,6291456,7
100,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.4357,8,1,1,5,TP,8,1,6291456,7
101,fwd,attention_column,ALLGATHER,50331648,0.000937,9.4836,8,1,1,5,TP,8,1,6291456,7
102,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.5315,8,1,1,5,TP,8,1,6291456,7
103,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.5794,8,1,1,5,TP,8,1,6291456,7
104,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.6273,8,1,1,5,TP,8,1,6291456,7
105,fwd,attention_column,ALLGATHER,50331648,0.000937,9.6752,8,1,1,5,TP,8,1,6291456,7
106,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.7231,8,1,1,5,TP,8,1,6291456,7
107,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.7710,8,1,1,5,TP,8,1,6291456,7
108,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.8189,8,1,1,5,TP,8,1,6291456,7
109,fwd,attention_column,ALLGATHER,50331648,0.000937,9.8667,8,1,1,5,TP,8,1,6291456,7
110,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.9146,8,1,1,5,TP,8,1,6291456,7
111,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.9625,8,1,1,5,TP,8,1,6291456,7
112,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.0104,8,1,1,5,TP,8,1,6291456,7
113,fwd,attention_column,ALLGATHER,50331648,0.000937,10.0583,8,1,1,5,TP,8,1,6291456,7
114,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.1062,8,1,1,5,TP,8,1,6291456,7
115,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.1541,8,1,1,5,TP,8,1,6291456,7
116,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.2020,8,1,1,5,TP,8,1,6291456,7
117,fwd,attention_column,ALLGATHER,50331648,0.000937,10.2499,8,1,1,5,TP,8,1,6291456,7
118,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.2978,8,1,1,5,TP,8,1,6291456,7
119,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.3457,8,1,1,5,TP,8,1,6291456,7
120,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.3935,8,1,1,5,TP,8,1,6291456,7
121,fwd,attention_column,ALLGATHER,50331648,0.000937,10.4414,8,1,1,5,TP,8,1,6291456,7
122,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.4893,8,1,1,5,TP,8,1,6291456,7
123,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.5372,8,1,1,5,TP,8,1,6291456,7
124,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.5851,8,1,1,5,TP,8,1,6291456,7
125,fwd,attention_column,ALLGATHER,50331648,0.000937,10.6330,8,1,1,5,TP,8,1,6291456,7
126,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.6809,8,1,1,5,TP,8,1,6291456,7
127,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.7288,8,1,1,5,TP,8,1,6291456,7
128,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.7767,8,1,1,5,TP,8,1,6291456,7
129,fwd,attention_column,ALLGATHER,50331648,0.000937,10.8246,8,1,1,5,TP,8,1,6291456,7
130,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.8725,8,1,1,5,TP,8,1,6291456,7
131,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.9203,8,1,1,5,TP,8,1,6291456,7
132,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.9682,8,1,1,5,TP,8,1,6291456,7
133,fwd,attention_column,ALLGATHER,50331648,0.000937,11.0161,8,1,1,5,TP,8,1,6291456,7
134,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.0640,8,1,1,5,TP,8,1,6291456,7
135,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.1119,8,1,1,5,TP,8,1,6291456,7
136,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.1598,8,1,1,5,TP,8,1,6291456,7
137,fwd,attention_column,ALLGATHER,50331648,0.000937,11.2077,8,1,1,5,TP,8,1,6291456,7
138,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.2556,8,1,1,5,TP,8,1,6291456,7
139,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.3035,8,1,1,5,TP,8,1,6291456,7
140,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.3514,8,1,1,5,TP,8,1,6291456,7
141,fwd,attention_column,ALLGATHER,50331648,0.000937,11.3993,8,1,1,5,TP,8,1,6291456,7
142,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.4471,8,1,1,5,TP,8,1,6291456,7
143,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.4950,8,1,1,5,TP,8,1,6291456,7
144,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.5429,8,1,1,5,TP,8,1,6291456,7
145,fwd,attention_column,ALLGATHER,50331648,0.000937,11.5908,8,1,1,5,TP,8,1,6291456,7
146,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.6387,8,1,1,5,TP,8,1,6291456,7
147,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.6866,8,1,1,5,TP,8,1,6291456,7
148,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.7345,8,1,1,5,TP,8,1,6291456,7
149,fwd,attention_column,ALLGATHER,50331648,0.000937,11.7824,8,1,1,5,TP,8,1,6291456,7
150,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.8303,8,1,1,5,TP,8,1,6291456,7
151,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.8782,8,1,1,5,TP,8,1,6291456,7
152,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.9261,8,1,1,5,TP,8,1,6291456,7
153,fwd,attention_column,ALLGATHER,50331648,0.000937,11.9739,8,1,1,5,TP,8,1,6291456,7
154,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.0218,8,1,1,5,TP,8,1,6291456,7
155,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.0697,8,1,1,5,TP,8,1,6291456,7
156,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.1176,8,1,1,5,TP,8,1,6291456,7
157,fwd,attention_column,ALLGATHER,50331648,0.000937,12.1655,8,1,1,5,TP,8,1,6291456,7
158,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.2134,8,1,1,5,TP,8,1,6291456,7
159,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.2613,8,1,1,5,TP,8,1,6291456,7
160,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.3092,8,1,1,5,TP,8,1,6291456,7
161,fwd,attention_column,ALLGATHER,50331648,0.000937,12.3571,8,1,1,5,TP,8,1,6291456,7
162,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.4050,8,1,1,5,TP,8,1,6291456,7
163,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.4529,8,1,1,5,TP,8,1,6291456,7
164,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.5007,8,1,1,5,TP,8,1,6291456,7
165,fwd,attention_column,ALLGATHER,50331648,0.000937,12.5486,8,1,1,5,TP,8,1,6291456,7
166,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.5965,8,1,1,5,TP,8,1,6291456,7
167,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.6444,8,1,1,5,TP,8,1,6291456,7
168,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.6923,8,1,1,5,TP,8,1,6291456,7
169,fwd,attention_column,ALLGATHER,50331648,0.000937,12.7402,8,1,1,5,TP,8,1,6291456,7
170,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.7881,8,1,1,5,TP,8,1,6291456,7
171,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.8360,8,1,1,5,TP,8,1,6291456,7
172,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.8839,8,1,1,5,TP,8,1,6291456,7
173,fwd,attention_column,ALLGATHER,50331648,0.000937,12.9318,8,1,1,5,TP,8,1,6291456,7
174,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.9797,8,1,1,5,TP,8,1,6291456,7
175,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.0275,8,1,1,5,TP,8,1,6291456,7
176,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.0754,8,1,1,5,TP,8,1,6291456,7
177,fwd,attention_column,ALLGATHER,50331648,0.000937,13.1233,8,1,1,5,TP,8,1,6291456,7
178,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.1712,8,1,1,5,TP,8,1,6291456,7
179,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.2191,8,1,1,5,TP,8,1,6291456,7
180,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.2670,8,1,1,5,TP,8,1,6291456,7
181,fwd,attention_column,ALLGATHER,50331648,0.000937,13.3149,8,1,1,5,TP,8,1,6291456,7
182,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.3628,8,1,1,5,TP,8,1,6291456,7
183,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.4107,8,1,1,5,TP,8,1,6291456,7
184,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.4586,8,1,1,5,TP,8,1,6291456,7
185,fwd,attention_column,ALLGATHER,50331648,0.000937,13.5065,8,1,1,5,TP,8,1,6291456,7
186,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.5543,8,1,1,5,TP,8,1,6291456,7
187,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.6022,8,1,1,5,TP,8,1,6291456,7
188,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.6501,8,1,1,5,TP,8,1,6291456,7
189,fwd,attention_column,ALLGATHER,50331648,0.000937,13.6980,8,1,1,5,TP,8,1,6291456,7
190,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.7459,8,1,1,5,TP,8,1,6291456,7
191,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.7938,8,1,1,5,TP,8,1,6291456,7
192,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.8417,8,1,1,5,TP,8,1,6291456,7
193,fwd,attention_column,ALLGATHER,50331648,0.000937,13.8896,8,1,1,5,TP,8,1,6291456,7
194,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.9375,8,1,1,5,TP,8,1,6291456,7
195,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.9854,8,1,1,5,TP,8,1,6291456,7
196,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.0333,8,1,1,5,TP,8,1,6291456,7
197,fwd,attention_column,ALLGATHER,50331648,0.000937,14.0811,8,1,1,5,TP,8,1,6291456,7
198,fwd,attention_row,REDUCESCATTER,50331648,0.000937,14.1290,8,1,1,5,TP,8,1,6291456,7
199,fwd,mlp_column,ALLGATHER,50331648,0.000937,14.1769,8,1,1,5,TP,8,1,6291456,7
200,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.2248,8,1,1,5,TP,8,1,6291456,7
201,fwd,attention_column,ALLGATHER,50331648,0.000937,14.2727,8,1,1,5,TP,8,1,6291456,7
202,fwd,attention_row,REDUCESCATTER,50331648,0.000937,14.3206,8,1,1,5,TP,8,1,6291456,7
203,fwd,mlp_column,ALLGATHER,50331648,0.000937,14.3685,8,1,1,5,TP,8,1,6291456,7
204,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.4164,8,1,1,5,TP,8,1,6291456,7
205,fwd,attention_column,ALLGATHER,50331648,0.000937,14.4643,8,1,1,5,TP,8,1,6291456,7
206,fwd,attention_row,REDUCESCATTER,50331648,0.000937,14.5122,8,1,1,5,TP,8,1,6291456,7
207,fwd,mlp_column,ALLGATHER,50331648,0.000937,14.5601,8,1,1,5,TP,8,1,6291456,7
208,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.6079,8,1,1,5,TP,8,1,6291456,7
209,fwd,final_column,ALLGATHER,50331648,0.000937,14.6558,8,1,1,5,TP,8,1,6291456,7
210,fwd,embedding_norm,ALLREDUCE,393216000,0.014648,15.4041,8,1,1,5,UNKNOWN,8,1,49152000,14
211,fwd,attention_column,ALLGATHER,50331648,0.000937,15.4520,8,1,1,5,TP,8,1,6291456,7
212,fwd,attention_row,REDUCESCATTER,50331648,0.000937,15.4999,8,1,1,5,TP,8,1,6291456,7
213,fwd,mlp_column,ALLGATHER,50331648,0.000937,15.5478,8,1,1,5,TP,8,1,6291456,7
214,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,15.5957,8,1,1,5,TP,8,1,6291456,7
215,fwd,attention_column,ALLGATHER,50331648,0.000937,15.6436,8,1,1,5,TP,8,1,6291456,7
216,fwd,attention_row,REDUCESCATTER,50331648,0.000937,15.6915,8,1,1,5,TP,8,1,6291456,7
217,fwd,mlp_column,ALLGATHER,50331648,0.000937,15.7394,8,1,1,5,TP,8,1,6291456,7
218,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,15.7873,8,1,1,5,TP,8,1,6291456,7
219,fwd,attention_column,ALLGATHER,50331648,0.000937,15.8352,8,1,1,5,TP,8,1,6291456,7
220,fwd,attention_row,REDUCESCATTER,50331648,0.000937,15.8830,8,1,1,5,TP,8,1,6291456,7
221,fwd,mlp_column,ALLGATHER,50331648,0.000937,15.9309,8,1,1,5,TP,8,1,6291456,7
222,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,15.9788,8,1,1,5,TP,8,1,6291456,7
223,fwd,attention_column,ALLGATHER,50331648,0.000937,16.0267,8,1,1,5,TP,8,1,6291456,7
224,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.0746,8,1,1,5,TP,8,1,6291456,7
225,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.1225,8,1,1,5,TP,8,1,6291456,7
226,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.1704,8,1,1,5,TP,8,1,6291456,7
227,fwd,attention_column,ALLGATHER,50331648,0.000937,16.2183,8,1,1,5,TP,8,1,6291456,7
228,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.2662,8,1,1,5,TP,8,1,6291456,7
229,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.3141,8,1,1,5,TP,8,1,6291456,7
230,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.3620,8,1,1,5,TP,8,1,6291456,7
231,fwd,attention_column,ALLGATHER,50331648,0.000937,16.4098,8,1,1,5,TP,8,1,6291456,7
232,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.4577,8,1,1,5,TP,8,1,6291456,7
233,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.5056,8,1,1,5,TP,8,1,6291456,7
234,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.5535,8,1,1,5,TP,8,1,6291456,7
235,fwd,attention_column,ALLGATHER,50331648,0.000937,16.6014,8,1,1,5,TP,8,1,6291456,7
236,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.6493,8,1,1,5,TP,8,1,6291456,7
237,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.6972,8,1,1,5,TP,8,1,6291456,7
238,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.7451,8,1,1,5,TP,8,1,6291456,7
239,fwd,attention_column,ALLGATHER,50331648,0.000937,16.7930,8,1,1,5,TP,8,1,6291456,7
240,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.8409,8,1,1,5,TP,8,1,6291456,7
241,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.8888,8,1,1,5,TP,8,1,6291456,7
242,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.9366,8,1,1,5,TP,8,1,6291456,7
243,fwd,attention_column,ALLGATHER,50331648,0.000937,16.9845,8,1,1,5,TP,8,1,6291456,7
244,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.0324,8,1,1,5,TP,8,1,6291456,7
245,fwd,mlp_column,ALLGATHER,50331648,0.000937,17.0803,8,1,1,5,TP,8,1,6291456,7
246,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,17.1282,8,1,1,5,TP,8,1,6291456,7
247,fwd,attention_column,ALLGATHER,50331648,0.000937,17.1761,8,1,1,5,TP,8,1,6291456,7
248,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.2240,8,1,1,5,TP,8,1,6291456,7
