step_idx,phase,layer_name,comm_type,comm_size,time_sec,cum_pct,tp,pp,ep,dp,group_name,group_size,concurrent_send_peers,per_step_chunk_bytes,total_rounds
51,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.7401,8,1,1,4,TP,8,1,6291456,7
52,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,7.8010,8,1,1,4,TP,8,1,6291456,7
53,fwd,attention_column,ALLGATHER,50331648,0.000937,7.8620,8,1,1,4,TP,8,1,6291456,7
54,fwd,attention_row,REDUCESCATTER,50331648,0.000937,7.9229,8,1,1,4,TP,8,1,6291456,7
55,fwd,mlp_column,ALLGATHER,50331648,0.000937,7.9838,8,1,1,4,TP,8,1,6291456,7
56,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.0448,8,1,1,4,TP,8,1,6291456,7
57,fwd,attention_column,ALLGATHER,50331648,0.000937,8.1057,8,1,1,4,TP,8,1,6291456,7
58,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.1666,8,1,1,4,TP,8,1,6291456,7
59,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.2276,8,1,1,4,TP,8,1,6291456,7
60,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.2885,8,1,1,4,TP,8,1,6291456,7
61,fwd,attention_column,ALLGATHER,50331648,0.000937,8.3495,8,1,1,4,TP,8,1,6291456,7
62,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.4104,8,1,1,4,TP,8,1,6291456,7
63,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.4713,8,1,1,4,TP,8,1,6291456,7
64,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.5323,8,1,1,4,TP,8,1,6291456,7
65,fwd,attention_column,ALLGATHER,50331648,0.000937,8.5932,8,1,1,4,TP,8,1,6291456,7
66,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.6541,8,1,1,4,TP,8,1,6291456,7
67,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.7151,8,1,1,4,TP,8,1,6291456,7
68,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,8.7760,8,1,1,4,TP,8,1,6291456,7
69,fwd,attention_column,ALLGATHER,50331648,0.000937,8.8369,8,1,1,4,TP,8,1,6291456,7
70,fwd,attention_row,REDUCESCATTER,50331648,0.000937,8.8979,8,1,1,4,TP,8,1,6291456,7
71,fwd,mlp_column,ALLGATHER,50331648,0.000937,8.9588,8,1,1,4,TP,8,1,6291456,7
72,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.0197,8,1,1,4,TP,8,1,6291456,7
73,fwd,attention_column,ALLGATHER,50331648,0.000937,9.0807,8,1,1,4,TP,8,1,6291456,7
74,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.1416,8,1,1,4,TP,8,1,6291456,7
75,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.2026,8,1,1,4,TP,8,1,6291456,7
76,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.2635,8,1,1,4,TP,8,1,6291456,7
77,fwd,attention_column,ALLGATHER,50331648,0.000937,9.3244,8,1,1,4,TP,8,1,6291456,7
78,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.3854,8,1,1,4,TP,8,1,6291456,7
79,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.4463,8,1,1,4,TP,8,1,6291456,7
80,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.5072,8,1,1,4,TP,8,1,6291456,7
81,fwd,attention_column,ALLGATHER,50331648,0.000937,9.5682,8,1,1,4,TP,8,1,6291456,7
82,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.6291,8,1,1,4,TP,8,1,6291456,7
83,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.6900,8,1,1,4,TP,8,1,6291456,7
84,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.7510,8,1,1,4,TP,8,1,6291456,7
85,fwd,attention_column,ALLGATHER,50331648,0.000937,9.8119,8,1,1,4,TP,8,1,6291456,7
86,fwd,attention_row,REDUCESCATTER,50331648,0.000937,9.8729,8,1,1,4,TP,8,1,6291456,7
87,fwd,mlp_column,ALLGATHER,50331648,0.000937,9.9338,8,1,1,4,TP,8,1,6291456,7
88,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,9.9947,8,1,1,4,TP,8,1,6291456,7
89,fwd,attention_column,ALLGATHER,50331648,0.000937,10.0557,8,1,1,4,TP,8,1,6291456,7
90,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.1166,8,1,1,4,TP,8,1,6291456,7
91,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.1775,8,1,1,4,TP,8,1,6291456,7
92,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.2385,8,1,1,4,TP,8,1,6291456,7
93,fwd,attention_column,ALLGATHER,50331648,0.000937,10.2994,8,1,1,4,TP,8,1,6291456,7
94,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.3603,8,1,1,4,TP,8,1,6291456,7
95,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.4213,8,1,1,4,TP,8,1,6291456,7
96,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.4822,8,1,1,4,TP,8,1,6291456,7
97,fwd,attention_column,ALLGATHER,50331648,0.000937,10.5432,8,1,1,4,TP,8,1,6291456,7
98,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.6041,8,1,1,4,TP,8,1,6291456,7
99,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.6650,8,1,1,4,TP,8,1,6291456,7
100,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.7260,8,1,1,4,TP,8,1,6291456,7
101,fwd,attention_column,ALLGATHER,50331648,0.000937,10.7869,8,1,1,4,TP,8,1,6291456,7
102,fwd,attention_row,REDUCESCATTER,50331648,0.000937,10.8478,8,1,1,4,TP,8,1,6291456,7
103,fwd,mlp_column,ALLGATHER,50331648,0.000937,10.9088,8,1,1,4,TP,8,1,6291456,7
104,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,10.9697,8,1,1,4,TP,8,1,6291456,7
105,fwd,attention_column,ALLGATHER,50331648,0.000937,11.0306,8,1,1,4,TP,8,1,6291456,7
106,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.0916,8,1,1,4,TP,8,1,6291456,7
107,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.1525,8,1,1,4,TP,8,1,6291456,7
108,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.2135,8,1,1,4,TP,8,1,6291456,7
109,fwd,attention_column,ALLGATHER,50331648,0.000937,11.2744,8,1,1,4,TP,8,1,6291456,7
110,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.3353,8,1,1,4,TP,8,1,6291456,7
111,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.3963,8,1,1,4,TP,8,1,6291456,7
112,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.4572,8,1,1,4,TP,8,1,6291456,7
113,fwd,attention_column,ALLGATHER,50331648,0.000937,11.5181,8,1,1,4,TP,8,1,6291456,7
114,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.5791,8,1,1,4,TP,8,1,6291456,7
115,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.6400,8,1,1,4,TP,8,1,6291456,7
116,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.7009,8,1,1,4,TP,8,1,6291456,7
117,fwd,attention_column,ALLGATHER,50331648,0.000937,11.7619,8,1,1,4,TP,8,1,6291456,7
118,fwd,attention_row,REDUCESCATTER,50331648,0.000937,11.8228,8,1,1,4,TP,8,1,6291456,7
119,fwd,mlp_column,ALLGATHER,50331648,0.000937,11.8837,8,1,1,4,TP,8,1,6291456,7
120,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,11.9447,8,1,1,4,TP,8,1,6291456,7
121,fwd,attention_column,ALLGATHER,50331648,0.000937,12.0056,8,1,1,4,TP,8,1,6291456,7
122,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.0666,8,1,1,4,TP,8,1,6291456,7
123,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.1275,8,1,1,4,TP,8,1,6291456,7
124,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.1884,8,1,1,4,TP,8,1,6291456,7
125,fwd,attention_column,ALLGATHER,50331648,0.000937,12.2494,8,1,1,4,TP,8,1,6291456,7
126,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.3103,8,1,1,4,TP,8,1,6291456,7
127,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.3712,8,1,1,4,TP,8,1,6291456,7
128,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.4322,8,1,1,4,TP,8,1,6291456,7
129,fwd,attention_column,ALLGATHER,50331648,0.000937,12.4931,8,1,1,4,TP,8,1,6291456,7
130,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.5540,8,1,1,4,TP,8,1,6291456,7
131,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.6150,8,1,1,4,TP,8,1,6291456,7
132,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.6759,8,1,1,4,TP,8,1,6291456,7
133,fwd,attention_column,ALLGATHER,50331648,0.000937,12.7369,8,1,1,4,TP,8,1,6291456,7
134,fwd,attention_row,REDUCESCATTER,50331648,0.000937,12.7978,8,1,1,4,TP,8,1,6291456,7
135,fwd,mlp_column,ALLGATHER,50331648,0.000937,12.8587,8,1,1,4,TP,8,1,6291456,7
136,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,12.9197,8,1,1,4,TP,8,1,6291456,7
137,fwd,attention_column,ALLGATHER,50331648,0.000937,12.9806,8,1,1,4,TP,8,1,6291456,7
138,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.0415,8,1,1,4,TP,8,1,6291456,7
139,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.1025,8,1,1,4,TP,8,1,6291456,7
140,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.1634,8,1,1,4,TP,8,1,6291456,7
141,fwd,attention_column,ALLGATHER,50331648,0.000937,13.2243,8,1,1,4,TP,8,1,6291456,7
142,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.2853,8,1,1,4,TP,8,1,6291456,7
143,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.3462,8,1,1,4,TP,8,1,6291456,7
144,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.4072,8,1,1,4,TP,8,1,6291456,7
145,fwd,attention_column,ALLGATHER,50331648,0.000937,13.4681,8,1,1,4,TP,8,1,6291456,7
146,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.5290,8,1,1,4,TP,8,1,6291456,7
147,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.5900,8,1,1,4,TP,8,1,6291456,7
148,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.6509,8,1,1,4,TP,8,1,6291456,7
149,fwd,attention_column,ALLGATHER,50331648,0.000937,13.7118,8,1,1,4,TP,8,1,6291456,7
150,fwd,attention_row,REDUCESCATTER,50331648,0.000937,13.7728,8,1,1,4,TP,8,1,6291456,7
151,fwd,mlp_column,ALLGATHER,50331648,0.000937,13.8337,8,1,1,4,TP,8,1,6291456,7
152,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,13.8946,8,1,1,4,TP,8,1,6291456,7
153,fwd,attention_column,ALLGATHER,50331648,0.000937,13.9556,8,1,1,4,TP,8,1,6291456,7
154,fwd,attention_row,REDUCESCATTER,50331648,0.000937,14.0165,8,1,1,4,TP,8,1,6291456,7
155,fwd,mlp_column,ALLGATHER,50331648,0.000937,14.0775,8,1,1,4,TP,8,1,6291456,7
156,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.1384,8,1,1,4,TP,8,1,6291456,7
157,fwd,attention_column,ALLGATHER,50331648,0.000937,14.1993,8,1,1,4,TP,8,1,6291456,7
158,fwd,attention_row,REDUCESCATTER,50331648,0.000937,14.2603,8,1,1,4,TP,8,1,6291456,7
159,fwd,mlp_column,ALLGATHER,50331648,0.000937,14.3212,8,1,1,4,TP,8,1,6291456,7
160,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,14.3821,8,1,1,4,TP,8,1,6291456,7
161,fwd,final_column,ALLGATHER,50331648,0.000937,14.4431,8,1,1,4,TP,8,1,6291456,7
162,fwd,embedding_norm,ALLREDUCE,393216000,0.014648,15.3952,8,1,1,4,UNKNOWN,8,1,49152000,14
163,fwd,attention_column,ALLGATHER,50331648,0.000937,15.4561,8,1,1,4,TP,8,1,6291456,7
164,fwd,attention_row,REDUCESCATTER,50331648,0.000937,15.5171,8,1,1,4,TP,8,1,6291456,7
165,fwd,mlp_column,ALLGATHER,50331648,0.000937,15.5780,8,1,1,4,TP,8,1,6291456,7
166,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,15.6389,8,1,1,4,TP,8,1,6291456,7
167,fwd,attention_column,ALLGATHER,50331648,0.000937,15.6999,8,1,1,4,TP,8,1,6291456,7
168,fwd,attention_row,REDUCESCATTER,50331648,0.000937,15.7608,8,1,1,4,TP,8,1,6291456,7
169,fwd,mlp_column,ALLGATHER,50331648,0.000937,15.8218,8,1,1,4,TP,8,1,6291456,7
170,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,15.8827,8,1,1,4,TP,8,1,6291456,7
171,fwd,attention_column,ALLGATHER,50331648,0.000937,15.9436,8,1,1,4,TP,8,1,6291456,7
172,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.0046,8,1,1,4,TP,8,1,6291456,7
173,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.0655,8,1,1,4,TP,8,1,6291456,7
174,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.1264,8,1,1,4,TP,8,1,6291456,7
175,fwd,attention_column,ALLGATHER,50331648,0.000937,16.1874,8,1,1,4,TP,8,1,6291456,7
176,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.2483,8,1,1,4,TP,8,1,6291456,7
177,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.3092,8,1,1,4,TP,8,1,6291456,7
178,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.3702,8,1,1,4,TP,8,1,6291456,7
179,fwd,attention_column,ALLGATHER,50331648,0.000937,16.4311,8,1,1,4,TP,8,1,6291456,7
180,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.4921,8,1,1,4,TP,8,1,6291456,7
181,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.5530,8,1,1,4,TP,8,1,6291456,7
182,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.6139,8,1,1,4,TP,8,1,6291456,7
183,fwd,attention_column,ALLGATHER,50331648,0.000937,16.6749,8,1,1,4,TP,8,1,6291456,7
184,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.7358,8,1,1,4,TP,8,1,6291456,7
185,fwd,mlp_column,ALLGATHER,50331648,0.000937,16.7967,8,1,1,4,TP,8,1,6291456,7
186,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,16.8577,8,1,1,4,TP,8,1,6291456,7
187,fwd,attention_column,ALLGATHER,50331648,0.000937,16.9186,8,1,1,4,TP,8,1,6291456,7
188,fwd,attention_row,REDUCESCATTER,50331648,0.000937,16.9795,8,1,1,4,TP,8,1,6291456,7
189,fwd,mlp_column,ALLGATHER,50331648,0.000937,17.0405,8,1,1,4,TP,8,1,6291456,7
190,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,17.1014,8,1,1,4,TP,8,1,6291456,7
191,fwd,attention_column,ALLGATHER,50331648,0.000937,17.1623,8,1,1,4,TP,8,1,6291456,7
192,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.2233,8,1,1,4,TP,8,1,6291456,7
193,fwd,mlp_column,ALLGATHER,50331648,0.000937,17.2842,8,1,1,4,TP,8,1,6291456,7
194,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,17.3452,8,1,1,4,TP,8,1,6291456,7
195,fwd,attention_column,ALLGATHER,50331648,0.000937,17.4061,8,1,1,4,TP,8,1,6291456,7
196,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.4670,8,1,1,4,TP,8,1,6291456,7
197,fwd,mlp_column,ALLGATHER,50331648,0.000937,17.5280,8,1,1,4,TP,8,1,6291456,7
198,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,17.5889,8,1,1,4,TP,8,1,6291456,7
199,fwd,attention_column,ALLGATHER,50331648,0.000937,17.6498,8,1,1,4,TP,8,1,6291456,7
200,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.7108,8,1,1,4,TP,8,1,6291456,7
201,fwd,mlp_column,ALLGATHER,50331648,0.000937,17.7717,8,1,1,4,TP,8,1,6291456,7
202,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,17.8326,8,1,1,4,TP,8,1,6291456,7
203,fwd,attention_column,ALLGATHER,50331648,0.000937,17.8936,8,1,1,4,TP,8,1,6291456,7
204,fwd,attention_row,REDUCESCATTER,50331648,0.000937,17.9545,8,1,1,4,TP,8,1,6291456,7
205,fwd,mlp_column,ALLGATHER,50331648,0.000937,18.0155,8,1,1,4,TP,8,1,6291456,7
206,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,18.0764,8,1,1,4,TP,8,1,6291456,7
207,fwd,attention_column,ALLGATHER,50331648,0.000937,18.1373,8,1,1,4,TP,8,1,6291456,7
208,fwd,attention_row,REDUCESCATTER,50331648,0.000937,18.1983,8,1,1,4,TP,8,1,6291456,7
209,fwd,mlp_column,ALLGATHER,50331648,0.000937,18.2592,8,1,1,4,TP,8,1,6291456,7
210,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,18.3201,8,1,1,4,TP,8,1,6291456,7
211,fwd,attention_column,ALLGATHER,50331648,0.000937,18.3811,8,1,1,4,TP,8,1,6291456,7
212,fwd,attention_row,REDUCESCATTER,50331648,0.000937,18.4420,8,1,1,4,TP,8,1,6291456,7
213,fwd,mlp_column,ALLGATHER,50331648,0.000937,18.5029,8,1,1,4,TP,8,1,6291456,7
214,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,18.5639,8,1,1,4,TP,8,1,6291456,7
215,fwd,attention_column,ALLGATHER,50331648,0.000937,18.6248,8,1,1,4,TP,8,1,6291456,7
216,fwd,attention_row,REDUCESCATTER,50331648,0.000937,18.6858,8,1,1,4,TP,8,1,6291456,7
217,fwd,mlp_column,ALLGATHER,50331648,0.000937,18.7467,8,1,1,4,TP,8,1,6291456,7
218,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,18.8076,8,1,1,4,TP,8,1,6291456,7
219,fwd,attention_column,ALLGATHER,50331648,0.000937,18.8686,8,1,1,4,TP,8,1,6291456,7
220,fwd,attention_row,REDUCESCATTER,50331648,0.000937,18.9295,8,1,1,4,TP,8,1,6291456,7
221,fwd,mlp_column,ALLGATHER,50331648,0.000937,18.9904,8,1,1,4,TP,8,1,6291456,7
222,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,19.0514,8,1,1,4,TP,8,1,6291456,7
223,fwd,attention_column,ALLGATHER,50331648,0.000937,19.1123,8,1,1,4,TP,8,1,6291456,7
224,fwd,attention_row,REDUCESCATTER,50331648,0.000937,19.1732,8,1,1,4,TP,8,1,6291456,7
225,fwd,mlp_column,ALLGATHER,50331648,0.000937,19.2342,8,1,1,4,TP,8,1,6291456,7
226,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,19.2951,8,1,1,4,TP,8,1,6291456,7
227,fwd,attention_column,ALLGATHER,50331648,0.000937,19.3561,8,1,1,4,TP,8,1,6291456,7
228,fwd,attention_row,REDUCESCATTER,50331648,0.000937,19.4170,8,1,1,4,TP,8,1,6291456,7
229,fwd,mlp_column,ALLGATHER,50331648,0.000937,19.4779,8,1,1,4,TP,8,1,6291456,7
230,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,19.5389,8,1,1,4,TP,8,1,6291456,7
231,fwd,attention_column,ALLGATHER,50331648,0.000937,19.5998,8,1,1,4,TP,8,1,6291456,7
232,fwd,attention_row,REDUCESCATTER,50331648,0.000937,19.6607,8,1,1,4,TP,8,1,6291456,7
233,fwd,mlp_column,ALLGATHER,50331648,0.000937,19.7217,8,1,1,4,TP,8,1,6291456,7
234,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,19.7826,8,1,1,4,TP,8,1,6291456,7
235,fwd,attention_column,ALLGATHER,50331648,0.000937,19.8435,8,1,1,4,TP,8,1,6291456,7
236,fwd,attention_row,REDUCESCATTER,50331648,0.000937,19.9045,8,1,1,4,TP,8,1,6291456,7
237,fwd,mlp_column,ALLGATHER,50331648,0.000937,19.9654,8,1,1,4,TP,8,1,6291456,7
238,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,20.0264,8,1,1,4,TP,8,1,6291456,7
239,fwd,attention_column,ALLGATHER,50331648,0.000937,20.0873,8,1,1,4,TP,8,1,6291456,7
240,fwd,attention_row,REDUCESCATTER,50331648,0.000937,20.1482,8,1,1,4,TP,8,1,6291456,7
241,fwd,mlp_column,ALLGATHER,50331648,0.000937,20.2092,8,1,1,4,TP,8,1,6291456,7
242,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,20.2701,8,1,1,4,TP,8,1,6291456,7
243,fwd,attention_column,ALLGATHER,50331648,0.000937,20.3310,8,1,1,4,TP,8,1,6291456,7
244,fwd,attention_row,REDUCESCATTER,50331648,0.000937,20.3920,8,1,1,4,TP,8,1,6291456,7
245,fwd,mlp_column,ALLGATHER,50331648,0.000937,20.4529,8,1,1,4,TP,8,1,6291456,7
246,fwd,mlp_row,REDUCESCATTER,50331648,0.000937,20.5138,8,1,1,4,TP,8,1,6291456,7
247,fwd,attention_column,ALLGATHER,50331648,0.000937,20.5748,8,1,1,4,TP,8,1,6291456,7
248,fwd,attention_row,REDUCESCATTER,50331648,0.000937,20.6357,8,1,1,4,TP,8,1,6291456,7
